Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
9570,Sint-Maria-Lierde,Ja,LIERDE,OOST-VLAANDEREN
9620,Sint-Maria-Oudenhove,Ja,ZOTTEGEM,OOST-VLAANDEREN
9660,Sint-Maria-Oudenhove,Ja,BRAKEL,OOST-VLAANDEREN
1700,Sint-Martens-Bodegem,Ja,DILBEEK,VLAAMS-BRABANT
9830,Sint-Martens-Latem,Neen,SINT-MARTENS-LATEM,OOST-VLAANDEREN
9800,Sint-Martens-Leerne,Ja,DEINZE,OOST-VLAANDEREN
1750,Sint-Martens-Lennik,Ja,LENNIK,VLAAMS-BRABANT
9572,Sint-Martens-Lierde,Ja,LIERDE,OOST-VLAANDEREN
3790,Sint-Martens-Voeren,Ja,VOEREN,LIMBURG
8200,Sint-Michiels,Ja,BRUGGE,WEST-VLAANDEREN
9100,Sint-Niklaas,Neen,SINT-NIKLAAS,OOST-VLAANDEREN
9170,Sint-Pauwels,Ja,SINT-GILLIS-WAAS,OOST-VLAANDEREN
1541,Sint-Pieters-Kapelle,Ja,HERNE,VLAAMS-BRABANT
8433,Sint-Pieters-Kapelle,Ja,MIDDELKERKE,WEST-VLAANDEREN
1600,Sint-Pieters-Leeuw,Neen,SINT-PIETERS-LEEUW,VLAAMS-BRABANT
3220,Sint-Pieters-Rode,Ja,HOLSBEEK,VLAAMS-BRABANT
3792,Sint-Pieters-Voeren,Ja,VOEREN,LIMBURG
1150,Sint-Pieters-Woluwe,Neen,SINT-PIETERS-WOLUWE,BRUSSEL
8690,Sint-Rijkers,Ja,ALVERINGEM,WEST-VLAANDEREN
1932,Sint-Stevens-Woluwe,Ja,ZAVENTEM,VLAAMS-BRABANT
3800,Sint-Truiden,Neen,SINT-TRUIDEN,LIMBURG
1700,Sint-Ulriks-Kapelle,Ja,DILBEEK,VLAAMS-BRABANT
0612,Sinterklaas,,Sinterklaas,
4851,Sippenaeken,Ja,PLOMBIÈRES,LUIK
7332,Sirault,Ja,SAINT-GHISLAIN,HENEGOUWEN
6470,Sivry,Ja,SIVRY-RANCE,HENEGOUWEN
9940,Sleidinge,Ja,EVERGEM,OOST-VLAANDEREN
8433,Slijpe,Ja,MIDDELKERKE,WEST-VLAANDEREN
4450,Slins,Ja,JUPRELLE,LUIK
3700,Sluizen,Ja,TONGEREN,LIMBURG
9506,Smeerebbe-Vloerzegem,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9340,Smetlede,Ja,LEDE,OOST-VLAANDEREN
6890,Smuid,Ja,LIBIN,LUXEMBURG
8470,Snaaskerke,Ja,GISTEL,WEST-VLAANDEREN
8490,Snellegem,Ja,JABBEKE,WEST-VLAANDEREN
4557,Soheit-Tinlot,Ja,TINLOT,LUIK
6920,Sohier,Ja,WELLIN,LUXEMBURG
7060,Soignies,Neen,SOIGNIES,HENEGOUWEN
4861,Soiron,Ja,PEPINSTER,LUIK
6500,Solre-Saint-Géry,Ja,BEAUMONT,HENEGOUWEN
6560,Solre-Sur-Sambre,Ja,ERQUELINNES,HENEGOUWEN
5140,Sombreffe,Neen,SOMBREFFE,NAMEN
5377,Somme-Leuze,Neen,SOMME-LEUZE,NAMEN
6769,Sommethonne,Ja,MEIX-DEVANT-VIRTON,LUXEMBURG
5523,Sommière,Ja,ONHAYE,NAMEN
5651,Somzée,Ja,WALCOURT,NAMEN
5340,Sorée,Ja,GESVES,NAMEN
5333,Sorinne-La-Longue,Ja,ASSESSE,NAMEN
5503,Sorinnes,Ja,DINANT,NAMEN
5537,Sosoye,Ja,ANHÉE,NAMEN
4920,Sougné-Remouchamps,Ja,AYWAILLE,LUIK
5680,Soulme,Ja,DOISCHE,NAMEN
4630,Soumagne,Neen,SOUMAGNE,LUIK
5630,Soumoy,Ja,CERFONTAINE,NAMEN
4950,Sourbrodt,Ja,WEISMES,LUIK
6182,Souvret,Ja,COURCELLES,HENEGOUWEN
5590,Sovet,Ja,CINEY,NAMEN
6997,Soy,Ja,EREZÉE,LUXEMBURG
5150,Soye,Ja,FLOREFFE,NAMEN
4900,Spa,Neen,SPA,LUIK
3510,Spalbeek,Ja,HASSELT,LIMBURG
7032,Spiennes,Ja,MONS,HENEGOUWEN
8587,Spiere,Ja,SPIERE-HELKIJN,WEST-VLAANDEREN
5530,Spontin,Ja,YVOIR,NAMEN
4140,Sprimont,Neen,SPRIMONT,LUIK
5190,Spy,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
2940,Stabroek,Neen,STABROEK,ANTWERPEN
8840,Staden,Neen,STADEN,WEST-VLAANDEREN
8490,Stalhille,Ja,JABBEKE,WEST-VLAANDEREN
7973,Stambruges,Ja,BELOEIL,HENEGOUWEN
5646,Stave,Ja,METTET,NAMEN
8691,Stavele,Ja,ALVERINGEM,WEST-VLAANDEREN
4970,Stavelot,Neen,STAVELOT,LUIK
9140,Steendorp,Ja,TEMSE,OOST-VLAANDEREN
1840,Steenhuffel,Ja,LONDERZEEL,VLAAMS-BRABANT
9550,Steenhuize-Wijnhuize,Ja,HERZELE,OOST-VLAANDEREN
8630,Steenkerke,Ja,VEURNE,WEST-VLAANDEREN
7090,Steenkerque,Ja,BRAINE-LE-COMTE,HENEGOUWEN
1820,Steenokkerzeel,Neen,STEENOKKERZEEL,VLAAMS-BRABANT
9190,Stekene,Neen,STEKENE,OOST-VLAANDEREN
4801,Stembert,Ja,VERVIERS,LUIK
8400,Stene,Ja,OOSTENDE,WEST-VLAANDEREN
1933,Sterrebeek,Ja,ZAVENTEM,VLAAMS-BRABANT
3512,Stevoort,Ja,HASSELT,LIMBURG
3650,Stokkem,Ja,DILSEN-STOKKEM,LIMBURG
3511,Stokrooie,Ja,HASSELT,LIMBURG
4987,Stoumont,Neen,STOUMONT,LUIK
6887,Straimont,Ja,HERBEUMONT,LUXEMBURG
6511,Strée,Ja,BEAUMONT,HENEGOUWEN
4577,Strée-Lez-Huy,Ja,MODAVE,LUIK
7110,Strépy-Bracquegnies,Ja,LA LOUVIÈRE,HENEGOUWEN
9620,Strijpen,Ja,ZOTTEGEM,OOST-VLAANDEREN
1760,Strijtem,Ja,ROOSDAAL,VLAAMS-BRABANT
1853,Strombeek-Bever,Ja,GRIMBERGEN,VLAAMS-BRABANT
8600,Stuivekenskerke,Ja,DIKSMUIDE,WEST-VLAANDEREN
5020,Suarlée,Ja,NAMUR,NAMEN
5550,Sugny,Ja,VRESSE-SUR-SEMOIS,NAMEN
5600,Surice,Ja,PHILIPPEVILLE,NAMEN
6812,Suxy,Ja,CHINY,LUXEMBURG
6661,Tailles,Ja,HOUFFALIZE,LUXEMBURG
7618,Taintignies,Ja,RUMES,HENEGOUWEN
5060,Tamines,Ja,SAMBREVILLE,NAMEN
5651,Tarcienne,Ja,WALCOURT,NAMEN
4163,Tavier,Ja,ANTHISNES,LUIK
5310,Taviers,Ja,EGHEZÉE,NAMEN
6662,Tavigny,Ja,HOUFFALIZE,LUXEMBURG
6927,Tellin,Neen,TELLIN,LUXEMBURG
7520,Templeuve,Ja,TOURNAI,HENEGOUWEN
5020,Temploux,Ja,NAMUR,NAMEN
9140,Temse,Neen,TEMSE,OOST-VLAANDEREN
6970,Tenneville,Neen,TENNEVILLE,LUXEMBURG
1790,Teralfene,Ja,AFFLIGEM,VLAAMS-BRABANT
2840,Terhagen,Ja,RUMST,ANTWERPEN
6813,Termes,Ja,CHINY,LUXEMBURG
1740,Ternat,Neen,TERNAT,VLAAMS-BRABANT
7333,Tertre,Ja,SAINT-GHISLAIN,HENEGOUWEN
3080,Tervuren,Neen,TERVUREN,VLAAMS-BRABANT
4560,Terwagne,Ja,CLAVIER,LUIK
3980,Tessenderlo,Neen,TESSENDERLO,LIMBURG
3272,Testelt,Ja,SCHERPENHEUVEL-ZICHEM,VLAAMS-BRABANT
3793,Teuven,Ja,VOEREN,LIMBURG
4910,Theux,Neen,THEUX,LUIK
6717,Thiaumont,Ja,ATTERT,LUXEMBURG
7070,Thieu,Ja,LE ROEULX,HENEGOUWEN
7901,Thieulain,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7061,Thieusies,Ja,SOIGNIES,HENEGOUWEN
6230,Thiméon,Ja,PONT-À-CELLES,HENEGOUWEN
4890,Thimister,Ja,THIMISTER-CLERMONT,LUIK
7533,Thimougies,Ja,TOURNAI,HENEGOUWEN
1402,Thines,Ja,NIVELLES,WAALS-BRABANT
6500,Thirimont,Ja,BEAUMONT,HENEGOUWEN
4280,Thisnes,Ja,HANNUT,LUIK
4791,Thommen,Ja,BURG-REULAND,LUIK
5300,Thon,Ja,ANDENNE,NAMEN
1360,Thorembais-Les-Béguines,Ja,PERWEZ,WAALS-BRABANT
1360,Thorembais-Saint-Trond,Ja,PERWEZ,WAALS-BRABANT
7830,Thoricourt,Ja,SILLY,HENEGOUWEN
6536,Thuillies,Ja,THUIN,HENEGOUWEN
6530,Thuin,Neen,THUIN,HENEGOUWEN
7350,Thulin,Ja,HENSIES,HENEGOUWEN
7971,Thumaide,Ja,BELOEIL,HENEGOUWEN
5621,Thy-Le-Baudouin,Ja,FLORENNES,NAMEN
5651,Thy-Le-Château,Ja,WALCOURT,NAMEN
5502,Thynes,Ja,DINANT,NAMEN
4367,Thys,Ja,CRISNÉE,LUIK
8573,Tiegem,Ja,ANZEGEM,WEST-VLAANDEREN
2460,Tielen,Ja,KASTERLEE,ANTWERPEN
9140,Tielrode,Ja,TEMSE,OOST-VLAANDEREN
3390,Tielt,Ja,TIELT-WINGE,VLAAMS-BRABANT
8700,Tielt,Neen,TIELT,WEST-VLAANDEREN
3300,Tienen,Neen,TIENEN,VLAAMS-BRABANT
4630,Tignée,Ja,SOUMAGNE,LUIK
4500,Tihange,Ja,HUY,LUIK
3150,Tildonk,Ja,HAACHT,VLAAMS-BRABANT
4130,Tilff,Ja,ESNEUX,LUIK
6680,Tillet,Ja,SAINTE-ODE,LUXEMBURG
4420,Tilleur,Ja,SAINT-NICOLAS,LUIK
5380,Tillier,Ja,FERNELMONT,NAMEN
1495,Tilly,Ja,VILLERS-LA-VILLE,WAALS-BRABANT
4557,Tinlot,Neen,TINLOT,LUIK
6637,Tintange,Ja,FAUVILLERS,LUXEMBURG
6730,Tintigny,Neen,TINTIGNY,LUXEMBURG
2830,Tisselt,Ja,WILLEBROEK,ANTWERPEN
6700,Toernich,Ja,ARLON,LUXEMBURG
6941,Tohogne,Ja,DURBUY,LUXEMBURG
1570,Tollembeek,Ja,GALMAARDEN,VLAAMS-BRABANT
3700,Tongeren,Neen,TONGEREN,LIMBURG
2260,Tongerlo,Ja,WESTERLO,ANTWERPEN
3960,Tongerlo,Ja,BREE,LIMBURG
7951,Tongre-Notre-Dame,Ja,CHIÈVRES,HENEGOUWEN
7950,Tongre-Saint-Martin,Ja,CHIÈVRES,HENEGOUWEN
5140,Tongrinne,Ja,SOMBREFFE,NAMEN
6717,Tontelange,Ja,ATTERT,LUXEMBURG
6767,Torgny,Ja,ROUVROY,LUXEMBURG
8820,Torhout,Neen,TORHOUT,WEST-VLAANDEREN
4263,Tourinne,Ja,BRAIVES,LUIK
1320,Tourinnes-La-Grosse,Ja,BEAUVECHAIN,WAALS-BRABANT
1457,Tourinnes-Saint-Lambert,Ja,WALHAIN,WAALS-BRABANT
7500,Tournai,Neen,TOURNAI,HENEGOUWEN
6840,Tournay,Ja,NEUFCHÂTEAU,LUXEMBURG
7904,Tourpes,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
6890,Transinne,Ja,LIBIN,LUXEMBURG
6183,Trazegnies,Ja,COURCELLES,HENEGOUWEN
5670,Treignes,Ja,VIROINVAL,NAMEN
4670,Trembleur,Ja,BLÉGNY,LUIK
3120,Tremelo,Neen,TREMELO,VLAAMS-BRABANT
7100,Trivières,Ja,LA LOUVIÈRE,HENEGOUWEN
4280,Trognée,Ja,HANNUT,LUIK
4980,Trois-Ponts,Neen,TROIS-PONTS,LUIK
1480,Tubize,Neen,TUBIZE,WAALS-BRABANT
2300,Turnhout,Neen,TURNHOUT,ANTWERPEN
6833,Ucimont,Ja,BOUILLON,LUXEMBURG
3631,Uikhoven,Ja,MAASMECHELEN,LIMBURG
9290,Uitbergen,Ja,BERLARE,OOST-VLAANDEREN
8370,Uitkerke,Ja,BLANKENBERGE,WEST-VLAANDEREN
1180,Ukkel,Neen,UKKEL,BRUSSEL
3832,Ulbeek,Ja,WELLEN,LIMBURG
5310,Upigny,Ja,EGHEZÉE,NAMEN
9910,Ursel,Ja,AALTER,OOST-VLAANDEREN
3054,Vaalbeek,Ja,OUD-HEVERLEE,VLAAMS-BRABANT
3770,Val-Meer,Ja,RIEMST,LIMBURG
6741,Vance,Ja,ETALLE,LUXEMBURG
2431,Varendonk,Ja,LAAKDAL,ANTWERPEN
8490,Varsenare,Ja,JABBEKE,WEST-VLAANDEREN
5680,Vaucelles,Ja,DOISCHE,NAMEN
7536,Vaulx,Ja,TOURNAI,HENEGOUWEN
6462,Vaulx-Lez-Chimay,Ja,CHIMAY,HENEGOUWEN
6960,Vaux-Chavanne,Ja,MANHAY,LUXEMBURG
4530,Vaux-Et-Borset,Ja,VILLERS-LE-BOUILLET,LUIK
6640,Vaux-Lez-Rosières,Ja,VAUX-SUR-SÛRE,LUXEMBURG
4051,Vaux-Sous-Chèvremont,Ja,CHAUDFONTAINE,LUIK
6640,Vaux-Sur-Sûre,Neen,VAUX-SUR-SÛRE,LUXEMBURG
3870,Vechmaal,Ja,HEERS,LIMBURG
5020,Vedrin,Ja,NAMUR,NAMEN
2431,Veerle,Ja,LAAKDAL,ANTWERPEN
5060,Velaine-Sur-Sambre,Ja,SAMBREVILLE,NAMEN
7760,Velaines,Ja,CELLES,HENEGOUWEN
8210,Veldegem,Ja,ZEDELGEM,WEST-VLAANDEREN
3620,Veldwezelt,Ja,LANAKEN,LIMBURG
7120,Vellereille-Le-Sec,Ja,ESTINNES,HENEGOUWEN
7120,Vellereille-Les-Brayeux,Ja,ESTINNES,HENEGOUWEN
3806,Velm,Ja,SINT-TRUIDEN,LIMBURG
4460,Velroux,Ja,GRÂCE-HOLLOGNE,LUIK
3020,Veltem-Beisem,Ja,HERENT,VLAAMS-BRABANT
9620,Velzeke-Ruddershove,Ja,ZOTTEGEM,OOST-VLAANDEREN
5575,Vencimont,Ja,GEDINNE,NAMEN
1005,Verenigde Vergadering van de Gemeenschappelijke ,,Verenigde Vergadering van de Gemeenschappelijke ,
6440,Vergnies,Ja,FROIDCHAPELLE,HENEGOUWEN
4537,Verlaine,Neen,VERLAINE,LUIK
5370,Verlée,Ja,HAVELANGE,NAMEN
9130,Verrebroek,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
3370,Vertrijk,Ja,BOUTERSEM,VLAAMS-BRABANT
4800,Verviers,Neen,VERVIERS,LUIK
6870,Vesqueville,Ja,SAINT-HUBERT,LUXEMBURG
3870,Veulen,Ja,HEERS,LIMBURG
8630,Veurne,Neen,VEURNE,WEST-VLAANDEREN
5300,Vezin,Ja,ANDENNE,NAMEN
7538,Vezon,Ja,TOURNAI,HENEGOUWEN
9500,Viane,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
8570,Vichte,Ja,ANZEGEM,WEST-VLAANDEREN
6690,Vielsalm,Neen,VIELSALM,LUXEMBURG
4317,Viemme,Ja,FAIMES,LUIK
2240,Viersel,Ja,ZANDHOVEN,ANTWERPEN
4577,Vierset-Barse,Ja,MODAVE,LUIK
5670,Vierves-Sur-Viroin,Ja,VIROINVAL,NAMEN
6230,Viesville,Ja,PONT-À-CELLES,HENEGOUWEN
1472,Vieux-Genappe,Ja,GENAPPE,WAALS-BRABANT
4530,Vieux-Waleffe,Ja,VILLERS-LE-BOUILLET,LUIK
4190,Vieuxville,Ja,FERRIÈRES,LUIK
6890,Villance,Ja,LIBIN,LUXEMBURG
4260,Ville-En-Hesbaye,Ja,BRAIVES,LUIK
7322,Ville-Pommeroeul,Ja,BERNISSART,HENEGOUWEN
7070,Ville-Sur-Haine,Ja,LE ROEULX,HENEGOUWEN
7334,Villerot,Ja,SAINT-GHISLAIN,HENEGOUWEN
4161,Villers-Aux-Tours,Ja,ANTHISNES,LUIK
5630,Villers-Deux-Eglises,Ja,CERFONTAINE,NAMEN
6823,Villers-Devant-Orval,Ja,FLORENVILLE,LUXEMBURG
5600,Villers-En-Fagne,Ja,PHILIPPEVILLE,NAMEN
4340,Villers-L'Evêque,Ja,AWANS,LUIK
6600,Villers-La-Bonne-Eau,Ja,BASTOGNE,LUXEMBURG
6769,Villers-La-Loue,Ja,MEIX-DEVANT-VIRTON,LUXEMBURG
6460,Villers-La-Tour,Ja,CHIMAY,HENEGOUWEN
1495,Villers-La-Ville,Neen,VILLERS-LA-VILLE,WAALS-BRABANT
4530,Villers-Le-Bouillet,Neen,VILLERS-LE-BOUILLET,LUIK
5600,Villers-Le-Gambon,Ja,PHILIPPEVILLE,NAMEN
4280,Villers-Le-Peuplier,Ja,HANNUT,LUIK
4550,Villers-Le-Temple,Ja,NANDRIN,LUIK
5080,Villers-Lez-Heest,Ja,LA BRUYÈRE,NAMEN
7812,Villers-Notre-Dame,Ja,ATH,HENEGOUWEN
6210,Villers-Perwin,Ja,LES BONS VILLERS,HENEGOUWEN
6280,Villers-Poterie,Ja,GERPINNES,HENEGOUWEN
7812,Villers-Saint-Amand,Ja,ATH,HENEGOUWEN
7031,Villers-Saint-Ghislain,Ja,MONS,HENEGOUWEN
4453,Villers-Saint-Siméon,Ja,JUPRELLE,LUIK
6941,Villers-Sainte-Gertrude,Ja,DURBUY,LUXEMBURG
5580,Villers-Sur-Lesse,Ja,ROCHEFORT,NAMEN
6740,Villers-Sur-Semois,Ja,ETALLE,LUXEMBURG
1800,Vilvoorde,Neen,VILVOORDE,VLAAMS-BRABANT
4520,Vinalmont,Ja,WANZE,LUIK
9921,Vinderhoute,Ja,LIEVEGEM,OOST-VLAANDEREN
8630,Vinkem,Ja,VEURNE,WEST-VLAANDEREN
9800,Vinkt,Ja,DEINZE,OOST-VLAANDEREN
6461,Virelles,Ja,CHIMAY,HENEGOUWEN
1460,Virginal-Samme,Ja,ITTRE,WAALS-BRABANT
6760,Virton,Neen,VIRTON,LUXEMBURG
4600,Visé,Neen,VISÉ,LUIK
3300,Vissenaken,Ja,TIENEN,VLAAMS-BRABANT
7511,Vitrine Magique,,Vitrine Magique,
5070,Vitrival,Ja,FOSSES-LA-VILLE,NAMEN
4683,Vivegnis,Ja,OUPEYE,LUIK
6833,Vivy,Ja,BOUILLON,LUXEMBURG
1011,Vlaams Parlement,,Vlaams Parlement,
8600,Vladslo,Ja,DIKSMUIDE,WEST-VLAANDEREN
8908,Vlamertinge,Ja,IEPER,WEST-VLAANDEREN
9420,Vlekkem,Ja,ERPE-MERE,OOST-VLAANDEREN
1602,Vlezenbeek,Ja,SINT-PIETERS-LEEUW,VLAAMS-BRABANT
3724,Vliermaal,Ja,KORTESSEM,LIMBURG
3721,Vliermaalroot,Ja,KORTESSEM,LIMBURG
9520,Vlierzele,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
3770,Vlijtingen,Ja,RIEMST,LIMBURG
2340,Vlimmeren,Ja,BEERSE,ANTWERPEN
8421,Vlissegem,Ja,DE HAAN,WEST-VLAANDEREN
7880,Vloesberg,Neen,VLOESBERG,HENEGOUWEN
5600,Vodecée,Ja,PHILIPPEVILLE,NAMEN
5680,Vodelée,Ja,DOISCHE,NAMEN
5650,Vogenée,Ja,WALCOURT,NAMEN
9700,Volkegem,Ja,OUDENAARDE,OOST-VLAANDEREN
1570,Vollezele,Ja,GALMAARDEN,VLAAMS-BRABANT
5570,Vonêche,Ja,BEAURAING,NAMEN
9400,Voorde,Ja,NINOVE,OOST-VLAANDEREN
8902,Voormezele,Ja,IEPER,WEST-VLAANDEREN
3840,Voort,Ja,BORGLOON,LIMBURG
4347,Voroux-Goreux,Ja,FEXHE-LE-HAUT-CLOCHER,LUIK
4451,Voroux-Lez-Liers,Ja,JUPRELLE,LUIK
2290,Vorselaar,Neen,VORSELAAR,ANTWERPEN
3890,Vorsen,Ja,GINGELOM,LIMBURG
1190,Vorst,Neen,VORST,BRUSSEL
2430,Vorst,Ja,LAAKDAL,ANTWERPEN
2350,Vosselaar,Neen,VOSSELAAR,ANTWERPEN
9850,Vosselare,Ja,DEINZE,OOST-VLAANDEREN
3080,Vossem,Ja,TERVUREN,VLAAMS-BRABANT
4041,Vottem,Ja,HERSTAL,LUIK
9120,Vrasene,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
2531,Vremde,Ja,BOECHOUT,ANTWERPEN
3700,Vreren,Ja,TONGEREN,LIMBURG
5550,Vresse-Sur-Semois,Neen,VRESSE-SUR-SEMOIS,NAMEN
3770,Vroenhoven,Ja,RIEMST,LIMBURG
1043,VRT,,VRT,
1818,VTM,,VTM,
3630,Vucht,Ja,MAASMECHELEN,LIMBURG
9890,Vurste,Ja,GAVERE,OOST-VLAANDEREN
4570,Vyle-Et-Tharoul,Ja,MARCHIN,LUIK
3473,Waanrode,Ja,KORTENAKEN,VLAAMS-BRABANT
9506,Waarbeke,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
8020,Waardamme,Ja,OOSTKAMP,WEST-VLAANDEREN
2550,Waarloos,Ja,KONTICH,ANTWERPEN
8581,Waarmaarde,Ja,AVELGEM,WEST-VLAANDEREN
9950,Waarschoot,Ja,LIEVEGEM,OOST-VLAANDEREN
3401,Waasmont,Ja,LANDEN,VLAAMS-BRABANT
9250,Waasmunster,Neen,WAASMUNSTER,OOST-VLAANDEREN
7784,Waasten,Ja,KOMEN-WAASTEN,HENEGOUWEN
9185,Wachtebeke,Neen,WACHTEBEKE,OOST-VLAANDEREN
7971,Wadelincourt,Ja,BELOEIL,HENEGOUWEN
6223,Wagnelée,Ja,FLEURUS,HENEGOUWEN
6900,Waha,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
5377,Waillet,Ja,SOMME-LEUZE,NAMEN
8720,Wakken,Ja,DENTERGEM,WEST-VLAANDEREN
5650,Walcourt,Neen,WALCOURT,NAMEN
2800,Walem,Ja,MECHELEN,ANTWERPEN
1457,Walhain-Saint-Paul,Ja,WALHAIN,WAALS-BRABANT
4711,Walhorn,Ja,LONTZEN,LUIK
3401,Walsbets,Ja,LANDEN,VLAAMS-BRABANT
3401,Walshoutem,Ja,LANDEN,VLAAMS-BRABANT
3740,Waltwilder,Ja,BILZEN,LIMBURG
1741,Wambeek,Ja,TERNAT,VLAAMS-BRABANT
5570,Wancennes,Ja,BEAURAING,NAMEN
4020,Wandre,Ja,LIÈGE,LUIK
6224,Wanfercée-Baulet,Ja,FLEURUS,HENEGOUWEN
3400,Wange,Ja,LANDEN,VLAAMS-BRABANT
6220,Wangenies,Ja,FLEURUS,HENEGOUWEN
5564,Wanlin,Ja,HOUYET,NAMEN
4980,Wanne,Ja,TROIS-PONTS,LUIK
7861,Wannebecq,Ja,LESSINES,HENEGOUWEN
9772,Wannegem-Lede,Ja,KRUISEM,OOST-VLAANDEREN
4280,Wansin,Ja,HANNUT,LUIK
4520,Wanze,Neen,WANZE,LUIK
9340,Wanzele,Ja,LEDE,OOST-VLAANDEREN
7548,Warchin,Ja,TOURNAI,HENEGOUWEN
7740,Warcoing,Ja,PECQ,HENEGOUWEN
6600,Wardin,Ja,BASTOGNE,LUXEMBURG
8790,Waregem,Neen,WAREGEM,WEST-VLAANDEREN
4300,Waremme,Neen,WAREMME,LUIK
4217,Waret-L'Evêque,Ja,HÉRON,LUIK
5310,Waret-La-Chaussée,Ja,EGHEZÉE,NAMEN
5080,Warisoulx,Ja,LA BRUYÈRE,NAMEN
5537,Warnant,Ja,ANHÉE,NAMEN
4530,Warnant-Dreye,Ja,VILLERS-LE-BOUILLET,LUIK
7340,Warquignies,Ja,COLFONTAINE,HENEGOUWEN
4608,Warsage,Ja,DALHEM,LUIK
4590,Warzée,Ja,OUFFET,LUIK
7340,Wasmes,Ja,COLFONTAINE,HENEGOUWEN
7604,Wasmes-Audemez-Briffoeil,Ja,PÉRUWELZ,HENEGOUWEN
7390,Wasmuel,Ja,QUAREGNON,HENEGOUWEN
4219,Wasseiges,Neen,WASSEIGES,LUIK
9988,Waterland-Oudeman,Ja,SINT-LAUREINS,OOST-VLAANDEREN
1410,Waterloo,Neen,WATERLOO,WAALS-BRABANT
1170,Watermaal-Bosvoorde,Neen,WATERMAAL-BOSVOORDE,BRUSSEL
9988,Watervliet,Ja,SINT-LAUREINS,OOST-VLAANDEREN
8978,Watou,Ja,POPERINGE,WEST-VLAANDEREN
7910,Wattripont,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7131,Waudrez,Ja,BINCHE,HENEGOUWEN
5540,Waulsort,Ja,HASTIÈRE,NAMEN
1440,Wauthier-Braine,Ja,BRAINE-LE-CHÂTEAU,WAALS-BRABANT
1300,Wavre,Neen,WAVRE,WAALS-BRABANT
5580,Wavreille,Ja,ROCHEFORT,NAMEN
6210,Wayaux,Ja,LES BONS VILLERS,HENEGOUWEN
1474,Ways,Ja,GENAPPE,WAALS-BRABANT
3290,Webbekom,Ja,DIEST,VLAAMS-BRABANT
2275,Wechelderzande,Ja,LILLE,ANTWERPEN
2381,Weelde,Ja,RAVELS,ANTWERPEN
1982,Weerde,Ja,ZEMST,VLAAMS-BRABANT
2880,Weert,Ja,BORNEM,ANTWERPEN
4860,Wegnez,Ja,PEPINSTER,LUIK
5523,Weillen,Ja,ONHAYE,NAMEN
4950,Weismes,Neen,WEISMES,LUIK
9700,Welden,Ja,OUDENAARDE,OOST-VLAANDEREN
4840,Welkenraedt,Neen,WELKENRAEDT,LUIK
9473,Welle,Ja,DENDERLEEUW,OOST-VLAANDEREN
3830,Wellen,Neen,WELLEN,LIMBURG
6920,Wellin,Neen,WELLIN,LUXEMBURG
1780,Wemmel,Neen,WEMMEL,VLAAMS-BRABANT
8420,Wenduine,Ja,DE HAAN,WEST-VLAANDEREN
5100,Wépion,Ja,NAMUR,NAMEN
4190,Werbomont,Ja,FERRIÈRES,LUIK
3118,Werchter,Ja,ROTSELAAR,VLAAMS-BRABANT
6940,Wéris,Ja,DURBUY,LUXEMBURG
8610,Werken,Ja,KORTEMARK,WEST-VLAANDEREN
3730,Werm,Ja,HOESELT,LIMBURG
8940,Wervik,Neen,WERVIK,WEST-VLAANDEREN
3150,Wespelaar,Ja,HAACHT,VLAAMS-BRABANT
8434,Westende,Ja,MIDDELKERKE,WEST-VLAANDEREN
2260,Westerlo,Neen,WESTERLO,ANTWERPEN
8300,Westkapelle,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
8460,Westkerke,Ja,OUDENBURG,WEST-VLAANDEREN
2390,Westmalle,Ja,MALLE,ANTWERPEN
2235,Westmeerbeek,Ja,HULSHOUT,ANTWERPEN
8954,Westouter,Ja,HEUVELLAND,WEST-VLAANDEREN
9230,Westrem,Ja,WETTEREN,OOST-VLAANDEREN
8840,Westrozebeke,Ja,STADEN,WEST-VLAANDEREN
8640,Westvleteren,Ja,VLETEREN,WEST-VLAANDEREN
9230,Wetteren,Neen,WETTEREN,OOST-VLAANDEREN
8560,Wevelgem,Neen,WEVELGEM,WEST-VLAANDEREN
7620,Wez-Velvain,Ja,BRUNEHAUT,HENEGOUWEN
3111,Wezemaal,Ja,ROTSELAAR,VLAAMS-BRABANT
1970,Wezembeek-Oppem,Neen,WEZEMBEEK-OPPEM,VLAAMS-BRABANT
3401,Wezeren,Ja,LANDEN,VLAAMS-BRABANT
6666,Wibrin,Ja,HOUFFALIZE,LUXEMBURG
9260,Wichelen,Neen,WICHELEN,OOST-VLAANDEREN
3700,Widooie,Ja,TONGEREN,LIMBURG
2222,Wiekevorst,Ja,HEIST-OP-DEN-BERG,ANTWERPEN
